Date,Session,Previous_Day_Minus_25,Previous_Day_Minus_50,Previous_Day_High,Previous_Day_Low
2024-03-20,London,5892.7,5895.05,5893.75,5876.65
2024-03-20,NY,5892.7,5895.05,5893.75,5876.65
2024-03-21,Asian,5910.59,5913.48,5912.48,5892.22
2024-03-21,London,5910.59,5913.48,5912.48,5892.22
2024-03-21,NY,5910.59,5913.48,5912.48,5892.22
2024-03-22,Asian,5926.85,5929.11,5929.27,5912.36
2024-03-22,London,5926.85,5929.11,5929.27,5912.36
2024-03-22,NY,5926.85,5929.11,5929.27,5912.36
2024-03-25,Asian,5946.57,5949.24,5948.22,5929.04
2024-03-25,London,5946.57,5949.24,5948.22,5929.04
2024-03-25,NY,5946.57,5949.24,5948.22,5929.04
2024-03-26,Asian,5965.3,5967.76,5967.05,5948.87
2024-03-26,London,5965.3,5967.76,5967.05,5948.87
2024-03-26,NY,5965.3,5967.76,5967.05,5948.87
2024-03-27,Asian,5984.38,5987.22,5983.89,5966.8
2024-03-27,London,5984.38,5987.22,5983.89,5966.8
2024-03-27,NY,5984.38,5987.22,5983.89,5966.8
2024-03-28,Asian,6000.17,6002.97,6002.91,5982.99
2024-03-28,London,6000.17,6002.97,6002.91,5982.99
2024-03-28,NY,6000.17,6002.97,6002.91,5982.99
2024-03-29,Asian,6022.05,6024.99,6023.18,6003.01
2024-03-29,London,6022.05,6024.99,6023.18,6003.01
2024-03-29,NY,6022.05,6024.99,6023.18,6003.01
2024-04-01,Asian,6039.07,6041.5,6041.6,6023.64
2024-04-01,London,6039.07,6041.5,6041.6,6023.64
2024-04-01,NY,6039.07,6041.5,6041.6,6023.64
2024-04-02,Asian,6060.73,6063.74,6062.78,6040.95
2024-04-02,London,6060.73,6063.74,6062.78,6040.95
2024-04-02,NY,6060.73,6063.74,6062.78,6040.95
2024-04-03,Asian,6082.68,6085.77,6083.55,6063.11
2024-04-03,London,6082.68,6085.77,6083.55,6063.11
2024-04-03,NY,6082.68,6085.77,6083.55,6063.11
2024-04-04,Asian,6100.43,6103.02,6102.45,6083.87
2024-04-04,London,6100.43,6103.02,6102.45,6083.87
2024-04-04,NY,6100.43,6103.02,6102.45,6083.87
2024-04-05,Asian,6118.41,6120.99,6118.99,6102.69
2024-04-05,London,6118.41,6120.99,6118.99,6102.69
2024-04-05,NY,6118.41,6120.99,6118.99,6102.69
2024-04-08,Asian,6135.52,6138.03,6137.18,6118.74
2024-04-08,London,6135.52,6138.03,6137.18,6118.74
2024-04-08,NY,6135.52,6138.03,6137.18,6118.74
2024-04-09,Asian,6155.14,6157.89,6157.83,6136.92
2024-04-09,London,6155.14,6157.89,6157.83,6136.92
2024-04-09,NY,6155.14,6157.89,6157.83,6136.92
2024-04-10,Asian,6171.98,6174.25,6174.44,6157.14
2024-04-10,London,6171.98,6174.25,6174.44,6157.14
2024-04-10,NY,6171.98,6174.25,6174.44,6157.14
2024-04-11,Asian,6191.74,6194.48,6192.54,6174.25
2024-04-11,London,6191.74,6194.48,6192.54,6174.25
2024-04-11,NY,6191.74,6194.48,6192.54,6174.25
2024-04-12,Asian,6207.79,6210.16,6211.1,6191.19
2024-04-12,London,6207.79,6210.16,6211.1,6191.19
2024-04-12,NY,6207.79,6210.16,6211.1,6191.19
2024-04-15,Asian,6225.64,6227.78,6227.11,6210.52
2024-04-15,London,6225.64,6227.78,6227.11,6210.52
2024-04-15,NY,6225.64,6227.78,6227.11,6210.52
2024-04-16,Asian,6245.47,6248.51,6247.39,6227.3
2024-04-16,London,6245.47,6248.51,6247.39,6227.3
2024-04-16,NY,6245.47,6248.51,6247.39,6227.3
2024-04-17,Asian,6263.6,6266.24,6265.49,6246.39
2024-04-17,London,6263.6,6266.24,6265.49,6246.39
2024-04-17,NY,6263.6,6266.24,6265.49,6246.39
2024-04-18,Asian,6280.22,6282.67,6281.44,6263.94
2024-04-18,London,6280.22,6282.67,6281.44,6263.94
2024-04-18,NY,6280.22,6282.67,6281.44,6263.94
2024-04-19,Asian,6299.05,6301.74,6303.08,6281.38
2024-04-19,London,6299.05,6301.74,6303.08,6281.38
2024-04-19,NY,6299.05,6301.74,6303.08,6281.38
2024-04-22,Asian,6320.19,6323.06,6323.23,6302.32
2024-04-22,London,6320.19,6323.06,6323.23,6302.32
2024-04-22,NY,6320.19,6323.06,6323.23,6302.32
2024-04-23,Asian,6345.75,6348.33,6343.16,6322.44
2024-04-23,London,6345.75,6348.33,6343.16,6322.44
2024-04-23,NY,6345.75,6348.33,6343.16,6322.44
2024-04-24,Asian,6359.65,6362.42,6361.14,6342.29
2024-04-24,London,6359.65,6362.42,6361.14,6342.29
2024-04-24,NY,6359.65,6362.42,6361.14,6342.29
2024-04-25,Asian,6378.47,6381.28,6378.75,6361.53
2024-04-25,London,6378.47,6381.28,6378.75,6361.53
2024-04-25,NY,6378.47,6381.28,6378.75,6361.53
2024-04-26,Asian,6395.91,6398.99,6397.62,6377.7
2024-04-26,London,6395.91,6398.99,6397.62,6377.7
2024-04-26,NY,6395.91,6398.99,6397.62,6377.7
2024-04-29,Asian,6410.99,6413.21,6412.27,6397.53
2024-04-29,London,6410.99,6413.21,6412.27,6397.53
2024-04-29,NY,6410.99,6413.21,6412.27,6397.53
2024-04-30,Asian,6427.51,6429.92,6429.78,6411.89
2024-04-30,London,6427.51,6429.92,6429.78,6411.89
2024-04-30,NY,6427.51,6429.92,6429.78,6411.89
2024-05-01,Asian,6442.87,6445.15,6445.25,6428.97
2024-05-01,London,6442.87,6445.15,6445.25,6428.97
2024-05-01,NY,6442.87,6445.15,6445.25,6428.97
2024-05-02,Asian,6463.2,6465.97,6465.2,6445.23
2024-05-02,London,6463.2,6465.97,6465.2,6445.23
2024-05-02,NY,6463.2,6465.97,6465.2,6445.23
2024-05-03,Asian,6481.91,6484.33,6484.44,6464.45
2024-05-03,London,6481.91,6484.33,6484.44,6464.45
2024-05-03,NY,6481.91,6484.33,6484.44,6464.45
2024-05-06,Asian,6502.26,6505.31,6502.65,6483.78
2024-05-06,London,6502.26,6505.31,6502.65,6483.78
2024-05-06,NY,6502.26,6505.31,6502.65,6483.78
2024-05-07,Asian,6517.37,6519.91,6518.81,6501.61
2024-05-07,London,6517.37,6519.91,6518.81,6501.61
2024-05-07,NY,6517.37,6519.91,6518.81,6501.61
2024-05-08,Asian,6536.31,6538.84,6538.55,6518.51
2024-05-08,London,6536.31,6538.84,6538.55,6518.51
2024-05-08,NY,6536.31,6538.84,6538.55,6518.51
2024-05-09,Asian,6555.08,6557.76,6555.2,6538.41
2024-05-09,London,6555.08,6557.76,6555.2,6538.41
2024-05-09,NY,6555.08,6557.76,6555.2,6538.41
2024-05-10,Asian,6573.77,6576.76,6575.43,6554.8
2024-05-10,London,6573.77,6576.76,6575.43,6554.8
2024-05-10,NY,6573.77,6576.76,6575.43,6554.8
2024-05-13,Asian,6595.17,6598.05,6596.27,6576.07
2024-05-13,London,6595.17,6598.05,6596.27,6576.07
2024-05-13,NY,6595.17,6598.05,6596.27,6576.07
2024-05-14,Asian,6612.98,6615.64,6614.58,6596.19
2024-05-14,London,6612.98,6615.64,6614.58,6596.19
2024-05-14,NY,6612.98,6615.64,6614.58,6596.19
2024-05-15,Asian,6630.28,6632.95,6632.53,6614.05
2024-05-15,London,6630.28,6632.95,6632.53,6614.05
2024-05-15,NY,6630.28,6632.95,6632.53,6614.05
2024-05-16,Asian,6649.02,6651.69,6650.4,6632.69
2024-05-16,London,6649.02,6651.69,6650.4,6632.69
2024-05-16,NY,6649.02,6651.69,6650.4,6632.69
2024-05-17,Asian,6665.98,6668.52,6667.62,6649.37
2024-05-17,London,6665.98,6668.52,6667.62,6649.37
2024-05-17,NY,6665.98,6668.52,6667.62,6649.37
2024-05-20,Asian,6681.11,6683.34,6683.05,6666.86
2024-05-20,London,6681.11,6683.34,6683.05,6666.86
2024-05-20,NY,6681.11,6683.34,6683.05,6666.86
2024-05-21,Asian,6698.22,6700.47,6701.69,6683.59
2024-05-21,London,6698.22,6700.47,6701.69,6683.59
2024-05-21,NY,6698.22,6700.47,6701.69,6683.59
2024-05-22,Asian,6718.28,6720.98,6720.13,6701.79
2024-05-22,London,6718.28,6720.98,6720.13,6701.79
2024-05-22,NY,6718.28,6720.98,6720.13,6701.79
2024-05-23,Asian,6733.19,6735.39,6735.03,6718.95
2024-05-23,London,6733.19,6735.39,6735.03,6718.95
2024-05-23,NY,6733.19,6735.39,6735.03,6718.95
2024-05-24,Asian,6750.05,6752.43,6752.0,6734.63
2024-05-24,London,6750.05,6752.43,6752.0,6734.63
2024-05-24,NY,6750.05,6752.43,6752.0,6734.63
2024-05-27,Asian,6767.87,6770.33,6768.74,6751.17
2024-05-27,London,6767.87,6770.33,6768.74,6751.17
2024-05-27,NY,6767.87,6770.33,6768.74,6751.17
2024-05-28,Asian,6786.79,6789.55,6788.47,6769.42
2024-05-28,London,6786.79,6789.55,6788.47,6769.42
2024-05-28,NY,6786.79,6789.55,6788.47,6769.42
2024-05-29,Asian,6804.65,6807.24,6807.45,6788.4
2024-05-29,London,6804.65,6807.24,6807.45,6788.4
2024-05-29,NY,6804.65,6807.24,6807.45,6788.4
2024-05-30,Asian,6825.38,6828.34,6826.93,6807.17
2024-05-30,London,6825.38,6828.34,6826.93,6807.17
2024-05-30,NY,6825.38,6828.34,6826.93,6807.17
2024-05-31,Asian,6843.78,6846.43,6845.98,6825.82
2024-05-31,London,6843.78,6846.43,6845.98,6825.82
2024-05-31,NY,6843.78,6846.43,6845.98,6825.82
2024-06-03,Asian,6863.52,6866.35,6865.18,6846.22
2024-06-03,London,6863.52,6866.35,6865.18,6846.22
2024-06-03,NY,6863.52,6866.35,6865.18,6846.22
2024-06-04,Asian,6881.18,6883.37,6883.12,6865.52
2024-06-04,London,6881.18,6883.37,6883.12,6865.52
2024-06-04,NY,6881.18,6883.37,6883.12,6865.52
2024-06-05,Asian,6900.92,6903.7,6903.12,6882.57
2024-06-05,London,6900.92,6903.7,6903.12,6882.57
2024-06-05,NY,6900.92,6903.7,6903.12,6882.57
2024-06-06,Asian,6919.68,6922.27,6922.08,6902.68
2024-06-06,London,6919.68,6922.27,6922.08,6902.68
2024-06-06,NY,6919.68,6922.27,6922.08,6902.68
2024-06-07,Asian,6939.77,6942.64,6940.76,6921.8
2024-06-07,London,6939.77,6942.64,6940.76,6921.8
2024-06-07,NY,6939.77,6942.64,6940.76,6921.8
2024-06-10,Asian,6957.15,6959.62,6959.25,6941.18
2024-06-10,London,6957.15,6959.62,6959.25,6941.18
2024-06-10,NY,6957.15,6959.62,6959.25,6941.18
2024-06-11,Asian,6974.68,6977.25,6975.77,6959.13
2024-06-11,London,6974.68,6977.25,6975.77,6959.13
2024-06-11,NY,6974.68,6977.25,6975.77,6959.13
2024-06-12,Asian,6991.66,6994.53,6993.53,6973.64
2024-06-12,London,6991.66,6994.53,6993.53,6973.64
2024-06-12,NY,6991.66,6994.53,6993.53,6973.64
2024-06-13,Asian,7011.91,7014.9,7013.77,6992.75
2024-06-13,London,7011.91,7014.9,7013.77,6992.75
2024-06-13,NY,7011.91,7014.9,7013.77,6992.75
2024-06-14,Asian,7029.93,7032.21,7032.55,7013.19
2024-06-14,London,7029.93,7032.21,7032.55,7013.19
2024-06-14,NY,7029.93,7032.21,7032.55,7013.19
2024-06-17,Asian,7047.48,7049.98,7049.17,7032.39
2024-06-17,London,7047.48,7049.98,7049.17,7032.39
2024-06-17,NY,7047.48,7049.98,7049.17,7032.39
2024-06-18,Asian,7064.06,7066.14,7066.55,7049.44
2024-06-18,London,7064.06,7066.14,7066.55,7049.44
2024-06-18,NY,7064.06,7066.14,7066.55,7049.44
2024-06-19,Asian,7083.98,7087.05,7086.0,7065.82
2024-06-19,London,7083.98,7087.05,7086.0,7065.82
2024-06-19,NY,7083.98,7087.05,7086.0,7065.82
2024-06-20,Asian,7103.67,7106.31,7104.98,7086.38
2024-06-20,London,7103.67,7106.31,7104.98,7086.38
2024-06-20,NY,7103.67,7106.31,7104.98,7086.38
2024-06-21,Asian,7119.72,7122.3,7122.58,7104.48
2024-06-21,London,7119.72,7122.3,7122.58,7104.48
2024-06-21,NY,7119.72,7122.3,7122.58,7104.48
2024-06-24,Asian,7138.53,7141.22,7140.2,7121.91
2024-06-24,London,7138.53,7141.22,7140.2,7121.91
2024-06-24,NY,7138.53,7141.22,7140.2,7121.91
2024-06-25,Asian,7157.58,7160.23,7158.49,7140.58
2024-06-25,London,7157.58,7160.23,7158.49,7140.58
2024-06-25,NY,7157.58,7160.23,7158.49,7140.58
2024-06-26,Asian,7173.89,7176.21,7175.77,7159.09
2024-06-26,London,7173.89,7176.21,7175.77,7159.09
2024-06-26,NY,7173.89,7176.21,7175.77,7159.09
2024-06-27,Asian,7193.92,7196.89,7193.72,7175.08
2024-06-27,London,7193.92,7196.89,7193.72,7175.08
2024-06-27,NY,7193.92,7196.89,7193.72,7175.08
2024-06-28,Asian,7212.51,7215.42,7214.06,7194.17
2024-06-28,London,7212.51,7215.42,7214.06,7194.17
2024-06-28,NY,7212.51,7215.42,7214.06,7194.17
2024-07-01,Asian,7228.66,7231.11,7229.96,7213.58
2024-07-01,London,7228.66,7231.11,7229.96,7213.58
2024-07-01,NY,7228.66,7231.11,7229.96,7213.58
2024-07-02,Asian,7245.59,7248.34,7248.49,7230.07
2024-07-02,London,7245.59,7248.34,7248.49,7230.07
2024-07-02,NY,7245.59,7248.34,7248.49,7230.07
2024-07-03,Asian,7264.64,7267.39,7265.98,7248.53
2024-07-03,London,7264.64,7267.39,7265.98,7248.53
2024-07-03,NY,7264.64,7267.39,7265.98,7248.53
2024-07-04,Asian,7282.88,7285.53,7284.95,7265.39
2024-07-04,London,7282.88,7285.53,7284.95,7265.39
2024-07-04,NY,7282.88,7285.53,7284.95,7265.39
2024-07-05,Asian,7301.86,7304.72,7304.21,7284.73
2024-07-05,London,7301.86,7304.72,7304.21,7284.73
2024-07-05,NY,7301.86,7304.72,7304.21,7284.73
2024-07-08,Asian,7317.66,7319.83,7319.96,7302.9
2024-07-08,London,7317.66,7319.83,7319.96,7302.9
2024-07-08,NY,7317.66,7319.83,7319.96,7302.9
2024-07-09,Asian,7335.23,7337.68,7336.13,7319.14
2024-07-09,London,7335.23,7337.68,7336.13,7319.14
2024-07-09,NY,7335.23,7337.68,7336.13,7319.14
2024-07-10,Asian,7353.24,7356.1,7355.6,7335.37
2024-07-10,London,7353.24,7356.1,7355.6,7335.37
2024-07-10,NY,7353.24,7356.1,7355.6,7335.37
2024-07-11,Asian,7372.19,7374.59,7373.53,7355.94
2024-07-11,London,7372.19,7374.59,7373.53,7355.94
2024-07-11,NY,7372.19,7374.59,7373.53,7355.94
2024-07-12,Asian,7393.49,7396.45,7395.85,7373.5
2024-07-12,London,7393.49,7396.45,7395.85,7373.5
2024-07-12,NY,7393.49,7396.45,7395.85,7373.5
2024-07-15,Asian,7409.51,7411.77,7412.11,7394.48
2024-07-15,London,7409.51,7411.77,7412.11,7394.48
2024-07-15,NY,7409.51,7411.77,7412.11,7394.48
2024-07-16,Asian,7431.21,7434.12,7431.85,7412.08
2024-07-16,London,7431.21,7434.12,7431.85,7412.08
2024-07-16,NY,7431.21,7434.12,7431.85,7412.08
2024-07-17,Asian,7447.51,7449.92,7451.02,7430.18
2024-07-17,London,7447.51,7449.92,7451.02,7430.18
2024-07-17,NY,7447.51,7449.92,7451.02,7430.18
2024-07-18,Asian,7465.96,7468.36,7468.72,7450.4
2024-07-18,London,7465.96,7468.36,7468.72,7450.4
2024-07-18,NY,7465.96,7468.36,7468.72,7450.4
2024-07-19,Asian,7484.45,7487.02,7487.37,7467.88
2024-07-19,London,7484.45,7487.02,7487.37,7467.88
2024-07-19,NY,7484.45,7487.02,7487.37,7467.88
2024-07-22,Asian,7502.24,7504.62,7503.63,7487.06
2024-07-22,London,7502.24,7504.62,7503.63,7487.06
2024-07-22,NY,7502.24,7504.62,7503.63,7487.06
2024-07-23,Asian,7520.59,7523.3,7522.38,7503.66
2024-07-23,London,7520.59,7523.3,7522.38,7503.66
2024-07-23,NY,7520.59,7523.3,7522.38,7503.66
2024-07-24,Asian,7539.32,7541.89,7541.56,7521.36
2024-07-24,London,7539.32,7541.89,7541.56,7521.36
2024-07-24,NY,7539.32,7541.89,7541.56,7521.36
2024-07-25,Asian,7558.44,7561.3,7560.33,7540.99
2024-07-25,London,7558.44,7561.3,7560.33,7540.99
2024-07-25,NY,7558.44,7561.3,7560.33,7540.99
2024-07-26,Asian,7575.69,7578.5,7577.08,7559.54
2024-07-26,London,7575.69,7578.5,7577.08,7559.54
2024-07-26,NY,7575.69,7578.5,7577.08,7559.54
2024-07-29,Asian,7593.69,7596.56,7594.02,7575.85
2024-07-29,London,7593.69,7596.56,7594.02,7575.85
2024-07-29,NY,7593.69,7596.56,7594.02,7575.85
2024-07-30,Asian,7609.74,7612.32,7610.52,7593.41
2024-07-30,London,7609.74,7612.32,7610.52,7593.41
2024-07-30,NY,7609.74,7612.32,7610.52,7593.41
2024-07-31,Asian,7626.75,7629.39,7628.3,7611.18
2024-07-31,London,7626.75,7629.39,7628.3,7611.18
2024-07-31,NY,7626.75,7629.39,7628.3,7611.18
2024-08-01,Asian,7646.14,7648.92,7646.97,7628.72
2024-08-01,London,7646.14,7648.92,7646.97,7628.72
2024-08-01,NY,7646.14,7648.92,7646.97,7628.72
2024-08-02,Asian,7663.65,7666.05,7665.66,7647.48
2024-08-02,London,7663.65,7666.05,7665.66,7647.48
2024-08-02,NY,7663.65,7666.05,7665.66,7647.48
2024-08-05,Asian,7681.07,7683.64,7683.93,7665.33
2024-08-05,London,7681.07,7683.64,7683.93,7665.33
2024-08-05,NY,7681.07,7683.64,7683.93,7665.33
2024-08-06,Asian,7699.19,7701.78,7700.86,7683.37
2024-08-06,London,7699.19,7701.78,7700.86,7683.37
2024-08-06,NY,7699.19,7701.78,7700.86,7683.37
2024-08-07,Asian,7717.47,7720.04,7720.06,7701.03
2024-08-07,London,7717.47,7720.04,7720.06,7701.03
2024-08-07,NY,7717.47,7720.04,7720.06,7701.03
2024-08-08,Asian,7740.52,7743.72,7741.6,7720.76
2024-08-08,London,7740.52,7743.72,7741.6,7720.76
2024-08-08,NY,7740.52,7743.72,7741.6,7720.76
2024-08-09,Asian,7757.56,7760.03,7760.77,7741.24
2024-08-09,London,7757.56,7760.03,7760.77,7741.24
2024-08-09,NY,7757.56,7760.03,7760.77,7741.24
2024-08-12,Asian,7779.21,7782.38,7780.37,7759.76
2024-08-12,London,7779.21,7782.38,7780.37,7759.76
2024-08-12,NY,7779.21,7782.38,7780.37,7759.76
2024-08-13,Asian,7797.3,7799.73,7800.42,7779.34
2024-08-13,London,7797.3,7799.73,7800.42,7779.34
2024-08-13,NY,7797.3,7799.73,7800.42,7779.34
2024-08-14,Asian,7814.63,7817.1,7816.53,7799.3
2024-08-14,London,7814.63,7817.1,7816.53,7799.3
2024-08-14,NY,7814.63,7817.1,7816.53,7799.3
2024-08-15,Asian,7833.72,7836.13,7837.01,7816.81
2024-08-15,London,7833.72,7836.13,7837.01,7816.81
2024-08-15,NY,7833.72,7836.13,7837.01,7816.81
2024-08-16,Asian,7851.85,7854.45,7854.06,7835.97
2024-08-16,London,7851.85,7854.45,7854.06,7835.97
2024-08-16,NY,7851.85,7854.45,7854.06,7835.97
2024-08-19,Asian,7871.21,7873.93,7872.04,7853.66
2024-08-19,London,7871.21,7873.93,7872.04,7853.66
2024-08-19,NY,7871.21,7873.93,7872.04,7853.66
2024-08-20,Asian,7892.0,7894.93,7894.46,7872.63
2024-08-20,London,7892.0,7894.93,7894.46,7872.63
2024-08-20,NY,7892.0,7894.93,7894.46,7872.63
2024-08-21,Asian,7911.8,7914.61,7915.52,7894.45
2024-08-21,London,7911.8,7914.61,7915.52,7894.45
2024-08-21,NY,7911.8,7914.61,7915.52,7894.45
2024-08-22,Asian,7932.15,7934.83,7933.53,7915.78
2024-08-22,London,7932.15,7934.83,7933.53,7915.78
2024-08-22,NY,7932.15,7934.83,7933.53,7915.78
2024-08-23,Asian,7949.43,7951.91,7950.98,7932.77
2024-08-23,London,7949.43,7951.91,7950.98,7932.77
2024-08-23,NY,7949.43,7951.91,7950.98,7932.77
2024-08-26,Asian,7967.47,7970.02,7969.29,7951.13
2024-08-26,London,7967.47,7970.02,7969.29,7951.13
2024-08-26,NY,7967.47,7970.02,7969.29,7951.13
2024-08-27,Asian,7984.35,7986.78,7987.05,7969.13
2024-08-27,London,7984.35,7986.78,7987.05,7969.13
2024-08-27,NY,7984.35,7986.78,7987.05,7969.13
2024-08-28,Asian,8003.43,8006.06,8004.69,7986.71
2024-08-28,London,8003.43,8006.06,8004.69,7986.71
2024-08-28,NY,8003.43,8006.06,8004.69,7986.71
2024-08-29,Asian,8019.99,8022.43,8021.46,8004.04
2024-08-29,London,8019.99,8022.43,8021.46,8004.04
2024-08-29,NY,8019.99,8022.43,8021.46,8004.04
2024-08-30,Asian,8038.62,8041.45,8039.95,8020.7
2024-08-30,London,8038.62,8041.45,8039.95,8020.7
2024-08-30,NY,8038.62,8041.45,8039.95,8020.7
2024-09-02,Asian,8055.68,8058.3,8057.18,8039.75
2024-09-02,London,8055.68,8058.3,8057.18,8039.75
2024-09-02,NY,8055.68,8058.3,8057.18,8039.75
2024-09-03,Asian,8075.73,8078.31,8077.68,8057.55
2024-09-03,London,8075.73,8078.31,8077.68,8057.55
2024-09-03,NY,8075.73,8078.31,8077.68,8057.55
2024-09-04,Asian,8096.31,8099.22,8098.13,8077.49
2024-09-04,London,8096.31,8099.22,8098.13,8077.49
2024-09-04,NY,8096.31,8099.22,8098.13,8077.49
2024-09-05,Asian,8114.68,8117.5,8116.41,8098.55
2024-09-05,London,8114.68,8117.5,8116.41,8098.55
2024-09-05,NY,8114.68,8117.5,8116.41,8098.55
2024-09-06,Asian,8133.22,8135.71,8134.82,8116.73
2024-09-06,London,8133.22,8135.71,8134.82,8116.73
2024-09-06,NY,8133.22,8135.71,8134.82,8116.73
2024-09-09,Asian,8151.65,8154.24,8152.95,8135.4
2024-09-09,London,8151.65,8154.24,8152.95,8135.4
2024-09-09,NY,8151.65,8154.24,8152.95,8135.4
2024-09-10,Asian,8169.84,8172.65,8170.54,8152.19
2024-09-10,London,8169.84,8172.65,8170.54,8152.19
2024-09-10,NY,8169.84,8172.65,8170.54,8152.19
2024-09-11,Asian,8190.14,8193.27,8192.94,8170.01
2024-09-11,London,8190.14,8193.27,8192.94,8170.01
2024-09-11,NY,8190.14,8193.27,8192.94,8170.01
2024-09-12,Asian,8214.07,8216.39,8211.76,8192.71
2024-09-12,London,8214.07,8216.39,8211.76,8192.71
2024-09-12,NY,8214.07,8216.39,8211.76,8192.71
2024-09-13,Asian,8227.43,8230.25,8229.25,8210.24
2024-09-13,London,8227.43,8230.25,8229.25,8210.24
2024-09-13,NY,8227.43,8230.25,8229.25,8210.24
2024-09-16,Asian,8246.48,8249.16,8248.04,8229.28
2024-09-16,London,8246.48,8249.16,8248.04,8229.28
2024-09-16,NY,8246.48,8249.16,8248.04,8229.28
2024-09-17,Asian,8264.7,8267.31,8264.67,8247.69
2024-09-17,London,8264.7,8267.31,8264.67,8247.69
2024-09-17,NY,8264.7,8267.31,8264.67,8247.69
2024-09-18,Asian,8283.99,8287.11,8286.72,8263.86
2024-09-18,London,8283.99,8287.11,8286.72,8263.86
2024-09-18,NY,8283.99,8287.11,8286.72,8263.86
2024-09-19,Asian,8300.8,8303.26,8302.55,8286.05
2024-09-19,London,8300.8,8303.26,8302.55,8286.05
2024-09-19,NY,8300.8,8303.26,8302.55,8286.05
2024-09-20,Asian,8318.54,8320.99,8320.15,8303.34
2024-09-20,London,8318.54,8320.99,8320.15,8303.34
2024-09-20,NY,8318.54,8320.99,8320.15,8303.34
2024-09-23,Asian,8334.65,8337.26,8336.12,8318.77
2024-09-23,London,8334.65,8337.26,8336.12,8318.77
2024-09-23,NY,8334.65,8337.26,8336.12,8318.77
2024-09-24,Asian,8352.73,8355.44,8356.46,8335.68
2024-09-24,London,8352.73,8355.44,8356.46,8335.68
2024-09-24,NY,8352.73,8355.44,8356.46,8335.68
2024-09-25,Asian,8374.75,8377.59,8376.21,8356.21
2024-09-25,London,8374.75,8377.59,8376.21,8356.21
2024-09-25,NY,8374.75,8377.59,8376.21,8356.21
2024-09-26,Asian,8393.98,8396.53,8396.38,8376.11
2024-09-26,London,8393.98,8396.53,8396.38,8376.11
2024-09-26,NY,8393.98,8396.53,8396.38,8376.11
2024-09-27,Asian,8413.19,8415.61,8414.93,8395.87
2024-09-27,London,8413.19,8415.61,8414.93,8395.87
2024-09-27,NY,8413.19,8415.61,8414.93,8395.87
2024-09-30,Asian,8432.33,8435.11,8434.9,8414.95
2024-09-30,London,8432.33,8435.11,8434.9,8414.95
2024-09-30,NY,8432.33,8435.11,8434.9,8414.95
2024-10-01,Asian,8450.07,8452.46,8452.31,8434.91
2024-10-01,London,8450.07,8452.46,8452.31,8434.91
2024-10-01,NY,8450.07,8452.46,8452.31,8434.91
2024-10-02,Asian,8469.98,8472.68,8471.04,8452.33
2024-10-02,London,8469.98,8472.68,8471.04,8452.33
2024-10-02,NY,8469.98,8472.68,8471.04,8452.33
2024-10-03,Asian,8486.74,8489.33,8488.4,8471.38
2024-10-03,London,8486.74,8489.33,8488.4,8471.38
2024-10-03,NY,8486.74,8489.33,8488.4,8471.38
2024-10-04,Asian,8509.76,8512.24,8507.29,8488.36
2024-10-04,London,8509.76,8512.24,8507.29,8488.36
2024-10-04,NY,8509.76,8512.24,8507.29,8488.36
2024-10-07,Asian,8523.72,8526.39,8525.51,8506.5
2024-10-07,London,8523.72,8526.39,8525.51,8506.5
2024-10-07,NY,8523.72,8526.39,8525.51,8506.5
2024-10-08,Asian,8538.59,8540.65,8541.3,8525.35
2024-10-08,London,8538.59,8540.65,8541.3,8525.35
2024-10-08,NY,8538.59,8540.65,8541.3,8525.35
2024-10-09,Asian,8558.39,8561.18,8559.48,8540.96
2024-10-09,London,8558.39,8561.18,8559.48,8540.96
2024-10-09,NY,8558.39,8561.18,8559.48,8540.96
2024-10-10,Asian,8576.46,8579.07,8578.54,8559.2
2024-10-10,London,8576.46,8579.07,8578.54,8559.2
2024-10-10,NY,8576.46,8579.07,8578.54,8559.2
2024-10-11,Asian,8593.8,8596.08,8595.47,8578.41
2024-10-11,London,8593.8,8596.08,8595.47,8578.41
2024-10-11,NY,8593.8,8596.08,8595.47,8578.41
2024-10-14,Asian,8610.59,8613.03,8611.68,8594.55
2024-10-14,London,8610.59,8613.03,8611.68,8594.55
2024-10-14,NY,8610.59,8613.03,8611.68,8594.55
2024-10-15,Asian,8628.44,8631.12,8629.71,8611.34
2024-10-15,London,8628.44,8631.12,8629.71,8611.34
2024-10-15,NY,8628.44,8631.12,8629.71,8611.34
2024-10-16,Asian,8648.98,8652.15,8650.48,8629.56
2024-10-16,London,8648.98,8652.15,8650.48,8629.56
2024-10-16,NY,8648.98,8652.15,8650.48,8629.56
2024-10-17,Asian,8669.96,8673.04,8672.56,8650.34
2024-10-17,London,8669.96,8673.04,8672.56,8650.34
2024-10-17,NY,8669.96,8673.04,8672.56,8650.34
2024-10-18,Asian,8688.33,8690.99,8691.44,8672.12
2024-10-18,London,8688.33,8690.99,8691.44,8672.12
2024-10-18,NY,8688.33,8690.99,8691.44,8672.12
2024-10-21,Asian,8708.17,8710.78,8710.43,8691.81
2024-10-21,London,8708.17,8710.78,8710.43,8691.81
2024-10-21,NY,8708.17,8710.78,8710.43,8691.81
2024-10-22,Asian,8724.27,8726.55,8727.18,8708.28
2024-10-22,London,8724.27,8726.55,8727.18,8708.28
2024-10-22,NY,8724.27,8726.55,8727.18,8708.28
